"","respid","cell","rweight","tv","radio","ooh","online","social","sp_aw","relv","laugh","think","recom","talk","purchase","intent","ID","cluster"
"1150",1771,3,1.916,0,0,0,0,0,0,1,0,0,1,0,0,1,1150,1
"1151",1773,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,1
"1152",1774,3,1.5914,0,0,0,0,0,0,0,0,0,1,0,0,1,1152,1
"1153",1776,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,1,1153,1
"1154",1777,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,1
"1155",1780,3,0.6411,0,0,0,0,0,0,0,0,0,1,0,0,1,1155,1
"1156",1782,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,1,1156,1
"1157",1785,2,0.7009,0,0,0,0,0,0,1,1,0,1,0,0,1,1157,1
"1158",1786,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,1,1,1158,1
"1159",1787,2,0.7009,0,0,0,0,0,1,0,0,0,0,0,0,0,1159,1
"1160",1788,1,0.9082,0,0,0,1,0,1,1,1,0,1,0,1,0,1160,5
"1161",1789,3,0.7265,1,0,0,0,0,1,0,0,0,0,0,0,0,1161,3
"1162",1791,3,1.5189,1,0,0,0,0,0,0,0,0,0,0,0,0,1162,3
"1163",1792,3,0.8663,0,0,0,0,0,1,0,0,0,0,0,0,0,1163,1
"1164",1797,3,0.966,1,0,0,0,0,0,0,0,0,0,0,0,0,1164,3
"1165",1798,2,1.3372,0,0,0,0,1,1,0,0,0,1,0,0,0,1165,5
"1166",1799,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,1
"1167",1800,3,0.7998,0,1,0,1,0,0,0,0,0,0,0,1,1,1167,4
"1168",1805,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,1
"1169",1809,2,0.7762,0,0,0,0,0,0,1,1,0,0,0,0,1,1169,1
"1170",1810,1,0.9082,1,1,0,0,0,0,1,1,1,1,0,0,0,1170,4
"1171",1813,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,1
"1172",1814,1,1.224,0,1,0,0,0,0,0,0,0,0,0,1,0,1172,4
"1173",1815,2,1.3244,0,0,0,1,0,0,1,0,0,0,1,0,0,1173,5
"1174",1816,1,2.0775,0,0,0,0,0,1,1,0,1,1,0,0,0,1174,1
"1175",1823,3,1.6592,1,1,1,1,1,0,1,1,1,1,0,1,1,1175,2
"1176",1824,3,0.8663,0,0,0,0,0,0,0,0,1,0,0,0,0,1176,1
"1177",1825,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,1,1177,1
"1178",1830,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,1
"1179",1831,2,0.7762,1,0,0,0,0,0,1,1,1,1,1,1,1,1179,3
"1180",1834,3,1.791,0,0,0,0,0,0,1,0,1,1,0,0,1,1180,1
"1181",1838,1,1.2667,0,0,0,0,0,1,1,1,1,1,1,1,0,1181,1
"1182",1839,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,0,1,1182,1
"1183",1841,3,0.9227,1,1,1,1,1,0,1,1,1,1,1,1,1,1183,2
"1184",1843,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,1
"1185",1844,2,0.7762,1,0,0,0,0,0,1,1,1,1,1,0,0,1185,3
"1186",1845,2,1.3244,0,0,0,0,0,0,1,1,0,1,0,1,1,1186,1
"1187",1846,2,0.9598,0,0,0,0,0,0,1,1,0,0,0,0,0,1187,1
"1188",1852,3,0.6411,0,0,0,0,0,0,0,0,1,0,0,0,0,1188,1
"1189",1853,3,1.6592,1,1,0,1,1,0,1,1,1,1,1,1,1,1189,4
"1190",1854,1,1.0301,0,0,0,1,0,0,1,0,0,0,0,1,1,1190,5
"1191",1855,2,0.7923,1,0,0,0,0,0,0,0,0,0,0,0,0,1191,3
"1192",1856,1,1.2667,0,0,0,0,0,0,0,1,1,0,0,0,0,1192,1
"1193",1859,2,0.8488,0,0,0,0,0,0,1,1,1,1,0,0,0,1193,1
"1194",1860,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,1
"1195",1862,2,0.9355,1,1,1,0,1,0,1,1,1,1,1,1,1,1195,2
"1196",1863,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,1,1,1196,1
"1197",1864,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,1,1197,1
"1198",1865,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,1
"1199",1867,2,1.5475,1,0,1,0,0,0,0,0,1,0,0,0,0,1199,2
"1200",1868,3,1.6592,1,0,0,0,0,0,0,0,0,0,0,0,1,1200,3
"1201",1869,3,0.6411,0,0,0,0,0,1,0,0,0,0,0,0,1,1201,1
"1202",1870,3,0.7103,0,0,0,0,0,0,1,1,1,0,0,0,1,1202,1
"1203",1872,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,1
"1204",1875,2,1.3372,1,0,1,1,1,0,0,0,0,0,0,1,1,1204,2
"1205",1877,3,0.6695,0,1,0,0,0,0,0,0,1,0,0,0,0,1205,4
"1206",1879,2,0.9355,0,1,1,0,0,0,1,0,0,1,1,1,1,1206,2
"1207",1881,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,1
"1208",1882,2,0.7762,1,1,1,1,1,0,1,1,1,1,0,0,1,1208,2
"1209",1885,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,1,1209,1
"1210",1886,2,0.9355,1,0,0,0,0,0,0,1,0,1,0,1,0,1210,3
"1211",1888,2,1.4057,0,0,0,0,0,0,0,1,0,1,0,0,1,1211,1
"1212",1890,1,2.0775,0,0,0,0,0,0,0,0,0,1,0,0,0,1212,1
"1213",1891,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,1
"1214",1892,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,1
"1215",1893,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,1
"1216",1894,2,0.9355,0,0,1,0,1,0,1,1,1,1,1,1,1,1216,2
"1217",1896,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,1
"1218",1897,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,0,1,1218,1
"1219",1898,2,1.5475,1,0,0,0,0,0,0,0,0,0,0,0,0,1219,3
"1220",1901,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,1
"1221",1903,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,1
"1222",1904,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,1
"1223",1906,2,1.3244,1,1,1,1,1,0,1,1,1,1,1,1,1,1223,2
"1224",1906,4,0.516023646,0,0,1,0,1,1,1,1,1,1,1,1,1,1224,2
"1225",1907,2,0.5832,0,0,0,0,0,0,1,1,0,1,0,0,1,1225,1
"1226",1908,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,1
"1227",1910,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,1
"1228",1912,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,1,1,1228,2
"1229",1915,2,0.7762,1,0,0,0,0,1,0,0,1,0,0,0,0,1229,3
"1230",1916,4,0.67011648,1,1,0,1,1,0,1,1,0,1,1,1,1,1230,4
"1231",1917,1,0.9082,0,0,0,0,1,0,1,1,1,1,1,1,1,1231,5
"1232",1918,2,1.3244,1,0,0,0,0,0,0,0,0,1,1,1,1,1232,3
"1233",1919,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,1,1233,1
"1234",1920,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,1
"1235",1922,1,1.224,0,0,1,0,0,1,1,1,1,1,1,0,1,1235,2
"1236",1923,1,1.2667,0,0,0,0,0,1,1,1,0,1,1,0,1,1236,1
"1237",1925,4,2.610741498,1,0,0,0,0,0,1,1,0,0,0,0,0,1237,3
"1238",1927,3,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,1
"1239",1928,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,1
"1240",1930,2,0.6657,0,0,1,0,1,1,1,1,0,0,0,1,1,1240,2
"1241",1931,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,1,1,1241,1
"1242",1932,3,1.5914,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,1
"1243",1933,2,1.6295,0,0,0,0,0,0,0,0,0,1,0,0,1,1243,1
"1244",1934,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,1
"1245",1935,2,1.5475,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,1
"1246",1936,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,1,1246,1
"1247",1937,2,0.7762,1,1,1,1,0,0,1,1,1,1,1,0,1,1247,2
"1248",1939,3,1.771,1,1,0,0,0,0,0,0,0,0,1,0,0,1248,4
"1249",1940,2,1.9003,0,0,0,0,0,0,0,1,1,1,0,1,0,1249,1
"1250",1942,3,0.7103,0,0,0,0,0,0,0,1,1,1,0,0,0,1250,1
"1251",1947,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,1,1251,1
"1252",1948,3,0.7998,1,0,0,0,0,0,0,0,0,0,0,0,0,1252,3
"1253",1949,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,1
"1254",1950,3,1.5914,0,0,0,0,0,0,0,1,0,1,1,0,0,1254,1
"1255",1952,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,1
"1256",1953,3,1.5914,0,0,0,0,0,0,0,0,1,1,0,0,1,1256,1
"1257",1955,3,0.7998,1,0,0,1,0,0,0,0,0,0,0,0,1,1257,5
"1258",1956,3,0.7265,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,1
"1259",1957,2,1.2488,0,0,0,0,0,0,1,1,1,1,1,0,0,1259,1
"1260",1958,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,1
"1261",1960,4,2.134612014,0,0,0,0,0,0,0,0,0,1,0,0,1,1261,1
"1262",1961,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1262,1
"1263",1961,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,1
"1264",1963,3,1.5914,0,0,0,0,0,0,0,1,0,1,1,0,1,1264,1
"1265",1964,3,0.966,0,1,0,0,0,0,0,0,0,0,0,0,0,1265,4
"1266",1967,2,1.2488,0,0,0,0,0,0,1,0,1,1,0,0,0,1266,1
"1267",1970,3,1.916,0,0,0,0,0,0,1,1,1,1,0,0,0,1267,1
"1268",1971,3,0.6798,0,0,0,0,0,0,0,0,1,1,0,0,0,1268,1
"1269",1972,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,1
"1270",1973,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,1
"1271",1974,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,1
"1272",1974,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,1
"1273",1975,3,1.8111,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1
"1274",1976,3,1.5189,1,0,0,0,0,1,0,0,1,0,0,0,0,1274,3
"1275",1978,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,1,1,1275,1
"1276",1979,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1
"1277",1980,2,1.2488,0,0,0,0,0,0,1,1,1,0,0,0,1,1277,1
"1278",1981,3,0.966,1,0,0,1,0,1,0,1,1,0,1,0,0,1278,5
"1279",1983,3,1.0528,1,1,0,1,0,0,0,0,0,1,0,1,1,1279,4
"1280",1984,3,0.7265,1,0,0,0,0,0,0,0,0,0,0,0,0,1280,3
"1281",1985,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,1
"1282",1985,4,1.881970847,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,1
"1283",1989,3,1.0528,0,0,0,0,1,0,1,1,1,1,0,0,1,1283,5
"1284",1992,3,0.7051,1,0,0,1,0,0,1,1,0,1,1,0,0,1284,5
"1285",1993,2,0.9355,0,1,1,1,1,0,1,1,1,1,1,1,1,1285,2
"1286",1994,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,1
"1287",1995,2,1.2488,0,0,0,0,0,0,0,0,1,1,0,0,1,1287,1
"1288",1997,4,2.134612014,1,0,0,0,0,0,0,1,1,1,1,0,0,1288,3
"1289",1999,3,0.7265,1,0,0,1,0,0,0,0,0,0,0,0,1,1289,5
"1290",2000,2,0.9355,0,0,0,1,0,0,0,1,0,1,1,0,0,1290,5
"1291",2001,1,2.0775,0,0,0,0,0,1,1,1,0,1,1,1,0,1291,1
"1292",2003,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,1
"1293",2004,3,0.966,0,0,0,0,0,1,0,0,0,0,0,0,0,1293,1
"1294",2005,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,1
"1295",2006,3,1.791,0,0,0,0,0,0,1,1,0,1,1,0,1,1295,1
"1296",2007,3,0.7265,1,0,0,0,0,0,0,0,0,0,0,0,0,1296,3
"1297",2008,2,1.6295,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,1
"1298",2009,3,0.7672,1,0,0,0,0,0,0,0,0,1,1,0,1,1298,3
"1299",2010,3,0.701,0,0,0,0,0,0,1,1,1,1,0,0,0,1299,1
"1300",2012,3,0.9227,1,0,0,1,0,1,1,0,1,1,1,1,1,1300,5
"1301",2013,2,1.6295,0,0,0,0,0,0,1,1,1,1,0,0,0,1301,1
"1302",2016,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1,1302,1
"1303",2017,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,1
"1304",2018,3,0.7265,1,0,0,0,0,0,0,0,0,0,0,0,0,1304,3
"1305",2019,3,1.0629,0,0,0,0,1,0,0,0,0,0,0,0,0,1305,5
"1306",2021,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,1
"1307",2025,3,1.0528,1,0,0,0,0,0,0,1,0,1,0,0,0,1307,3
"1308",2026,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,1
"1309",2027,3,0.7103,0,0,0,0,0,0,1,1,1,0,0,0,0,1309,1
"1310",2030,2,0.7762,1,1,1,0,0,0,1,1,1,1,0,0,1,1310,2
"1311",2031,4,0.772235272,0,0,0,0,0,1,0,0,0,0,0,0,0,1311,1
"1312",2032,3,0.971,0,0,0,0,0,0,1,1,0,1,0,0,1,1312,1
"1313",2034,2,1.4057,0,0,0,0,0,1,0,0,1,1,0,0,1,1313,1
"1314",2036,3,0.7103,0,0,0,0,0,1,0,0,0,0,0,0,1,1314,1
"1315",2037,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,1,1315,1
"1316",2040,3,1.8111,0,0,0,0,0,0,1,1,1,1,0,1,0,1316,1
"1317",2041,3,0.7265,0,1,0,0,0,0,0,0,0,0,0,0,0,1317,4
"1318",2041,4,1.494292312,1,1,1,1,1,0,0,0,0,1,1,1,1,1318,2
"1319",2044,3,0.7103,0,0,0,0,0,1,0,0,0,0,0,0,0,1319,1
"1320",2044,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,1,1,1320,1
"1321",2045,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,1
"1322",2046,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,1
"1323",2046,4,2.610741498,0,1,0,0,0,0,0,0,0,0,0,0,0,1323,4
"1324",2047,3,1.5914,0,0,0,0,0,0,0,0,0,1,0,0,0,1324,1
"1325",2047,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,1
"1326",2048,3,0.7835,0,0,0,0,0,0,0,0,0,0,1,0,0,1326,1
"1327",2049,2,1.3244,1,0,0,1,0,0,1,1,1,1,1,0,1,1327,5
"1328",2049,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,1,1328,1
"1329",2051,1,0.9082,0,1,1,1,1,0,1,1,1,1,0,0,1,1329,2
"1330",2052,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,1
"1331",2053,3,1.7481,0,0,0,0,0,0,1,1,1,1,0,0,0,1331,1
"1332",2056,3,1.1773,1,0,0,0,0,1,0,0,0,0,0,0,0,1332,3
"1333",2056,4,2.134612014,1,0,0,0,0,0,0,0,0,0,0,0,1,1333,3
"1334",2058,3,0.966,1,0,0,0,0,1,0,1,1,0,0,0,0,1334,3
"1335",2059,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,1
"1336",2059,4,1.514352138,0,0,0,0,0,0,1,1,0,1,1,0,0,1336,1
"1337",2062,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1337,1
"1338",2063,3,0.7998,1,0,0,0,0,0,0,0,0,0,0,0,0,1338,3
"1339",2065,3,0.6695,1,0,0,0,0,0,1,1,1,1,0,0,0,1339,3
"1340",2067,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,1
"1341",2069,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,1
"1342",2072,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,1
"1343",2073,3,1.7481,0,0,0,0,0,0,1,1,1,1,1,1,1,1343,1
"1344",2074,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1344,1
"1345",2075,3,1.6592,1,0,0,0,0,1,0,0,0,0,0,0,1,1345,3
"1346",2077,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,1
"1347",2078,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,1,1347,1
"1348",2079,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,1
"1349",2080,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1349,1
"1350",2084,3,1.916,0,0,0,0,0,0,0,0,0,1,0,0,0,1350,1
"1351",2085,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,1
"1352",2086,3,1.916,0,0,0,0,0,0,1,0,0,1,0,0,1,1352,1
"1353",2087,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1353,1
"1354",2088,2,1.3372,1,0,0,0,0,0,0,0,0,0,0,1,1,1354,3
"1355",2088,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,1
"1356",2089,3,0.971,0,0,0,0,0,0,0,1,1,0,0,0,0,1356,1
"1357",2090,3,1.916,0,0,0,0,0,0,1,0,1,1,0,0,1,1357,1
"1358",2092,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,1
"1359",2093,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,1,1359,1
"1360",2094,3,0.7998,0,0,0,0,0,1,0,0,0,0,0,0,0,1360,1
"1361",2094,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,1
"1362",2095,3,0.7672,0,1,0,0,0,0,1,0,0,1,1,0,1,1362,4
"1363",2096,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,1,1363,1
"1364",2099,4,2.134612014,0,0,0,0,1,0,0,0,0,0,0,0,1,1364,5
"1365",2101,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,1
"1366",2102,4,1.477126717,0,0,0,0,0,0,1,1,1,1,1,0,1,1366,1
"1367",2103,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,1
"1368",2104,3,0.7835,0,0,0,0,0,0,0,0,1,0,0,0,0,1368,1
"1369",2105,3,1.8111,0,0,0,0,0,0,0,0,0,0,0,0,0,1369,1
"1370",2109,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,1
"1371",2111,3,1.5914,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,1
"1372",2112,2,1.4057,0,0,0,0,0,1,1,1,1,1,0,0,0,1372,1
"1373",2115,4,2.134612014,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,1
"1374",2116,3,1.791,0,0,0,0,0,0,0,0,0,1,0,1,0,1374,1
"1375",2117,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,1
"1376",2118,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,1
"1377",2118,4,1.494292312,0,0,1,0,1,0,1,1,1,1,1,1,1,1377,2
"1378",2119,3,0.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,1
"1379",2120,3,1.7481,0,0,0,0,0,0,1,1,1,1,1,0,1,1379,1
"1380",2121,4,1.494292312,0,0,0,0,0,0,1,1,1,1,1,0,1,1380,1
"1381",2122,4,0.805227583,0,0,0,0,0,0,1,1,0,1,1,0,0,1381,1
"1382",2124,3,1.1773,1,1,1,1,1,0,1,1,1,1,1,1,1,1382,2
"1383",2126,3,1.1773,1,0,0,0,0,0,0,0,0,0,0,0,0,1383,3
"1384",2128,2,0.7762,0,1,0,0,0,0,0,1,1,1,0,0,1,1384,4
"1385",2129,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,1
"1386",2130,4,1.514352138,0,0,0,0,0,1,1,1,1,1,0,1,0,1386,1
"1387",2132,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,1
"1388",2132,4,1.865932294,1,1,0,0,1,0,0,1,1,1,0,0,1,1388,4
"1389",2133,3,1.916,0,0,0,0,0,0,0,0,0,1,0,0,0,1389,1
"1390",2134,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,1
"1391",2136,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,1,1391,1
"1392",2138,3,1.5914,0,0,0,0,0,0,1,1,1,1,0,0,1,1392,1
"1393",2140,3,0.7998,1,0,0,0,0,0,0,0,0,0,0,0,0,1393,3
"1394",2141,2,1.3244,1,1,0,1,0,0,0,0,1,1,1,0,1,1394,4
"1395",2144,2,0.6657,1,1,0,1,1,0,1,1,1,1,0,1,1,1395,4
"1396",2145,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,1
"1397",2147,2,1.1589,0,1,0,0,0,0,1,1,1,0,0,0,1,1397,4
"1398",2148,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,1
"1399",2149,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,1
"1400",2150,3,0.7051,0,0,0,0,1,0,1,1,1,1,1,1,1,1400,5
"1401",2150,4,1.881970847,0,0,0,0,0,1,1,1,1,1,0,0,0,1401,1
"1402",2151,3,0.7247,1,0,0,1,0,0,1,1,1,1,1,1,1,1402,5
"1403",2152,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1403,1
"1404",2154,3,0.701,0,0,0,0,0,0,0,0,1,0,1,0,0,1404,1
"1405",2155,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,1
"1406",2156,3,0.7103,0,0,0,0,0,0,0,0,1,0,0,0,0,1406,1
"1407",2158,3,0.7051,0,0,0,1,0,1,1,1,1,1,0,0,1,1407,5
"1408",2161,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,1
"1409",2163,3,0.971,0,0,0,0,0,0,0,0,0,0,0,1,1,1409,1
"1410",2164,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,1,1410,1
"1411",2165,3,0.6798,0,0,0,0,0,0,0,0,1,0,0,0,0,1411,1
"1412",2165,4,1.494292312,0,0,0,1,1,0,1,1,1,1,1,0,1,1412,5
"1413",2166,3,0.7051,1,1,1,1,1,0,1,1,1,1,0,1,1,1413,2
"1414",2167,3,0.8663,0,0,0,0,0,1,0,0,0,0,0,0,0,1414,1
"1415",2169,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,1
"1416",2170,3,0.8028,0,0,0,0,0,0,0,1,0,1,0,0,0,1416,1
"1417",2170,4,0.759526474,0,0,0,0,0,0,1,1,1,1,1,0,1,1417,1
"1418",2172,3,2.1227,0,0,0,0,0,0,1,0,0,0,0,0,0,1418,1
"1419",2174,2,0.7762,1,1,0,1,0,0,1,1,1,1,1,1,1,1419,4
"1420",2175,2,1.3372,0,0,0,0,0,0,0,0,0,0,0,0,1,1420,1
"1421",2177,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,1
"1422",2178,4,0.902367157,0,0,0,1,0,0,0,0,0,0,0,0,0,1422,5
"1423",2180,3,1.0629,1,1,0,0,0,0,0,1,0,1,1,1,1,1423,4
"1424",2181,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,1,1424,1
"1425",2182,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,1
"1426",2182,4,1.881970847,0,0,0,0,0,0,1,1,1,1,0,0,1,1426,1
"1427",2183,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,1,1427,1
"1428",2183,4,0.902367157,0,1,0,0,1,0,0,0,0,0,0,1,1,1428,4
"1429",2185,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,1,1429,1
"1430",2189,2,0.7762,1,0,0,1,0,0,1,1,0,1,0,0,1,1430,5
"1431",2190,3,1.791,0,0,0,0,0,0,0,0,0,1,0,0,0,1431,1
"1432",2191,3,1.9541,0,0,0,0,0,1,1,1,1,1,1,0,0,1432,1
"1433",2192,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,1
"1434",2194,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,1
"1435",2194,4,1.881970847,0,0,0,0,0,0,0,1,1,1,0,0,0,1435,1
"1436",2195,3,1.9541,0,0,0,0,0,1,0,0,0,0,0,0,0,1436,1
"1437",2197,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,1,1437,1
"1438",2201,2,0.9355,1,1,0,0,1,0,1,0,1,1,1,1,0,1438,4
"1439",2202,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,1
"1440",2203,3,0.701,0,0,0,0,0,1,0,0,0,0,0,0,0,1440,1
"1441",2207,3,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,1
"1442",2208,3,0.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,1
"1443",2209,3,1.5189,0,0,0,0,1,0,0,0,0,0,0,0,0,1443,5
"1444",2212,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1444,1
"1445",2212,4,0.805227583,0,0,0,0,0,0,0,1,0,0,1,0,0,1445,1
"1446",2214,3,0.6695,1,0,0,0,0,0,1,0,1,1,0,0,0,1446,3
"1447",2215,3,1.5189,1,0,0,0,0,0,0,0,0,0,0,0,1,1447,3
"1448",2217,3,1.9968,0,0,0,0,0,1,0,1,1,0,0,1,1,1448,1
"1449",2217,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,1
"1450",2222,2,1.3244,1,0,0,0,0,0,0,0,0,1,0,1,0,1450,3
"1451",2223,3,0.6411,0,0,0,0,0,1,0,0,0,0,0,0,0,1451,1
"1452",2223,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,1
"1453",2224,3,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,1
"1454",2224,4,0.772235272,0,0,0,0,0,0,0,0,0,1,0,0,0,1454,1
"1455",2225,3,1.0528,1,0,0,0,0,0,1,1,0,1,1,0,1,1455,3
"1456",2226,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,1
"1457",2228,3,1.0528,1,1,0,1,1,0,1,1,1,1,1,1,1,1457,4
"1458",2229,1,0.5486,0,0,0,0,0,0,0,0,0,1,0,0,0,1458,1
