"","respid","cell","rweight","tv","radio","ooh","online","social","sp_aw","relv","laugh","think","recom","talk","purchase","intent","ID","cluster"
"1767",2573,4,1.865932294,0,1,0,0,0,0,1,1,1,1,1,1,1,1767,4
"1768",2575,2,0.6657,0,1,1,1,1,0,1,1,1,1,1,1,1,1768,2
"1769",2575,4,0.516023646,1,0,0,0,1,1,1,1,1,1,1,1,1,1769,5
"1770",2576,4,2.610741498,1,0,1,1,1,0,1,1,1,1,1,1,1,1770,2
"1771",2577,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,1,1,1771,2
"1772",2578,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,1
"1773",2579,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,1
"1774",2579,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,0,0,1774,1
"1775",2581,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0,1775,1
"1776",2582,3,0.7835,0,0,0,0,0,0,0,0,0,0,0,0,1,1776,1
"1777",2582,4,2.134612014,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,1
"1778",2583,4,2.134612014,1,0,0,0,0,0,0,0,0,0,0,0,1,1778,3
"1779",2584,4,1.865932294,0,0,0,0,0,0,1,1,0,1,0,1,1,1779,1
"1780",2585,2,1.5475,1,0,1,1,0,0,0,0,0,0,0,1,1,1780,2
"1781",2585,4,1.881970847,0,0,0,0,0,0,1,1,1,1,1,0,1,1781,1
"1782",2586,3,1.8111,0,0,0,0,0,0,1,1,1,1,0,0,0,1782,1
"1783",2588,2,0.7762,1,0,1,0,1,0,1,1,1,1,1,1,1,1783,2
"1784",2589,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1,1784,1
"1785",2590,2,1.3372,1,0,0,0,0,1,0,1,0,1,0,0,1,1785,3
"1786",2591,4,0.516023646,0,0,1,1,0,0,1,1,1,1,1,0,1,1786,2
"1787",2593,4,0.516023646,1,0,1,0,0,0,1,1,1,1,0,0,1,1787,2
"1788",2594,1,1.0301,1,1,1,1,1,0,1,1,1,1,1,1,1,1788,2
"1789",2595,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1,1789,1
"1790",2595,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1790,1
"1791",2596,2,1.4057,0,0,0,0,0,0,1,1,1,1,1,0,1,1791,1
"1792",2599,4,1.865932294,1,0,0,1,0,1,1,1,1,1,1,1,1,1792,5
"1793",2600,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,1
"1794",2600,4,0.67011648,1,0,0,1,0,0,1,1,1,0,0,1,1,1794,5
"1795",2603,4,1.865932294,1,1,0,0,0,1,1,1,1,1,0,0,0,1795,4
"1796",2604,2,1.3244,1,0,0,0,0,0,1,1,1,1,1,1,1,1796,3
"1797",2604,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,1,1797,1
"1798",2605,1,1.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,1
"1799",2607,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,1
"1800",2607,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,1,1,1800,1
"1801",2608,2,1.3372,0,0,0,0,1,0,0,0,0,0,0,1,1,1801,5
"1802",2609,4,0.805227583,0,0,0,0,0,0,1,1,1,1,1,1,1,1802,1
"1803",2610,4,2.610741498,0,0,0,0,1,0,0,0,0,0,1,0,0,1803,5
"1804",2611,2,1.1589,1,1,1,1,1,0,0,0,0,0,0,1,1,1804,2
"1805",2612,4,2.134612014,0,0,1,1,0,0,0,0,0,0,0,1,1,1805,2
"1806",2613,1,0.9082,0,1,1,1,1,0,1,1,1,1,0,0,1,1806,2
"1807",2614,4,1.477126717,0,0,0,0,0,0,0,0,1,1,0,0,0,1807,1
"1808",2619,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,1,0,1808,1
"1809",2619,4,0.577361825,0,0,0,0,0,0,0,1,0,0,0,0,0,1809,1
"1810",2620,4,1.514352138,0,0,0,0,0,0,1,1,1,1,0,0,0,1810,1
"1811",2621,2,0.7762,1,0,0,1,0,1,0,0,1,1,0,0,1,1811,5
"1812",2623,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,1
"1813",2624,2,0.6657,0,0,0,1,1,1,1,1,1,1,1,1,1,1813,5
"1814",2625,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,1,1814,1
"1815",2626,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,1815,1
"1816",2627,4,2.134612014,1,1,1,1,1,0,0,0,0,0,0,1,1,1816,2
"1817",2628,2,1.3244,1,0,0,1,1,1,0,0,1,1,1,1,1,1817,5
"1818",2628,4,2.134612014,0,1,0,0,0,0,0,0,0,0,0,0,0,1818,4
"1819",2629,4,1.514352138,0,0,0,0,0,1,1,1,1,1,1,0,1,1819,1
"1820",2630,1,1.2667,0,0,0,0,0,1,1,1,0,1,0,0,0,1820,1
"1821",2632,4,0.902367157,1,0,0,0,1,0,0,0,0,0,0,0,1,1821,5
"1822",2633,4,0.902367157,0,0,0,0,0,0,0,0,0,0,0,1,1,1822,1
"1823",2636,1,1.0301,1,1,1,1,1,1,1,1,1,1,0,0,1,1823,2
"1824",2637,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,1,1,1824,1
"1825",2637,4,0.67011648,0,0,0,0,0,0,0,1,0,1,1,1,1,1825,1
"1826",2638,2,1.3372,0,0,0,1,0,0,0,0,0,0,0,0,1,1826,5
"1827",2639,4,1.881970847,0,0,0,0,0,0,1,0,0,1,0,1,1,1827,1
"1828",2640,2,1.4057,0,0,0,0,0,1,1,1,0,1,1,0,1,1828,1
"1829",2642,2,1.5475,0,0,0,0,0,0,0,0,0,0,0,0,0,1829,1
"1830",2642,4,0.805227583,0,0,0,0,0,0,1,1,1,1,0,0,1,1830,1
"1831",2643,2,1.3372,1,1,1,1,1,0,0,0,0,0,0,1,1,1831,2
"1832",2644,2,1.5475,1,0,0,0,0,0,0,0,0,0,0,0,0,1832,3
"1833",2644,4,0.772235272,0,0,0,0,0,0,0,0,1,0,0,0,0,1833,1
"1834",2646,2,1.4057,0,0,0,0,0,0,0,0,0,1,0,0,0,1834,1
"1835",2646,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1835,1
"1836",2647,2,0.8488,0,0,0,0,0,0,0,1,0,0,0,0,0,1836,1
"1837",2649,4,0.516023646,0,1,1,1,1,1,1,1,1,1,1,1,1,1837,2
"1838",2650,1,2.0775,0,0,0,0,0,0,1,1,1,1,1,0,1,1838,1
"1839",2651,2,0.9355,1,0,1,1,1,0,1,1,1,1,0,1,1,1839,2
"1840",2652,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,1
"1841",2652,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,0,0,1841,1
"1842",2653,2,1.3244,0,0,0,0,0,0,1,0,1,1,0,0,1,1842,1
"1843",2654,2,0.6657,1,0,1,0,1,0,1,1,1,1,1,1,1,1843,2
"1844",2654,4,2.134612014,0,1,0,0,0,0,0,0,0,0,0,0,1,1844,4
"1845",2656,2,0.7762,0,1,0,0,0,0,0,1,1,1,0,1,1,1845,4
"1846",2656,4,0.67011648,0,0,1,1,0,1,0,1,1,1,0,0,1,1846,2
"1847",2658,2,1.3372,0,1,1,1,1,0,0,0,0,0,0,1,1,1847,2
"1848",2659,2,1.4057,0,0,0,0,0,0,0,0,0,0,0,0,1,1848,1
"1849",2660,3,1.5189,1,0,0,0,0,0,0,0,0,0,0,0,0,1849,3
"1850",2661,2,0.9598,0,0,0,0,0,1,0,0,0,0,0,0,0,1850,1
"1851",2664,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,1,1851,1
"1852",2665,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,1
"1853",2665,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,0,1,1853,1
"1854",2666,3,0.971,0,0,0,0,0,0,0,0,0,1,0,0,1,1854,1
"1855",2666,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,1,0,1855,1
"1856",2667,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,1,1856,1
"1857",2668,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,1
"1858",2669,3,0.971,0,0,0,0,0,0,0,0,0,1,0,0,0,1858,1
"1859",2673,2,1.5475,0,0,1,0,0,0,1,1,1,1,0,1,1,1859,2
"1860",2675,2,1.5475,0,0,0,0,0,0,0,0,0,0,0,0,1,1860,1
"1861",2675,4,1.494292312,1,0,0,0,0,0,1,0,1,1,1,0,1,1861,3
"1862",2679,2,1.6295,0,0,0,0,0,0,0,1,0,0,0,1,1,1862,1
"1863",2680,3,2.1227,0,0,0,0,0,0,0,0,0,0,0,0,0,1863,1
"1864",2680,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1864,1
"1865",2682,2,0.9355,0,0,0,0,0,0,0,1,1,1,0,0,1,1865,1
"1866",2682,4,1.514352138,0,0,0,0,0,0,1,0,0,1,1,0,0,1866,1
"1867",2684,3,0.971,0,0,0,0,0,0,1,1,1,1,0,0,0,1867,1
"1868",2684,4,0.902367157,0,1,0,0,1,0,0,0,0,0,0,1,1,1868,4
"1869",2686,2,0.7762,0,0,0,1,1,0,0,1,1,1,0,0,0,1869,5
"1870",2688,4,1.881970847,0,0,0,0,0,0,1,1,0,0,1,0,0,1870,1
"1871",2689,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,1,1871,1
"1872",2691,1,0.9082,0,1,0,1,1,0,0,0,0,0,0,0,0,1872,4
"1873",2693,4,1.881970847,0,0,0,0,0,0,1,1,1,1,0,0,1,1873,1
"1874",2695,4,1.514352138,0,0,0,0,0,0,0,0,0,0,0,0,0,1874,1
"1875",2696,4,0.902367157,1,0,0,0,0,0,0,0,1,1,0,0,0,1875,3
"1876",2697,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,1
"1877",2699,4,1.865932294,1,0,0,0,0,0,1,1,1,1,0,0,1,1877,3
"1878",2700,4,0.516023646,1,1,1,1,0,0,1,1,1,1,1,0,1,1878,2
"1879",2701,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,1
"1880",2702,2,0.6657,1,0,1,0,0,0,1,1,1,1,1,1,1,1880,2
"1881",2702,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,1
"1882",2703,2,0.7762,1,0,0,0,0,0,1,1,0,1,1,1,1,1882,3
"1883",2704,1,1.224,0,1,1,0,0,0,0,0,0,0,0,0,0,1883,2
"1884",2705,4,2.134612014,0,0,1,0,0,0,0,0,0,0,0,0,1,1884,2
"1885",2706,4,0.516023646,1,1,1,0,0,0,1,1,1,1,1,0,1,1885,2
"1886",2707,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,1,1886,1
"1887",2707,4,1.477126717,0,0,0,0,0,0,0,1,0,0,0,0,0,1887,1
"1888",2708,2,1.5475,1,1,1,1,1,0,0,0,0,0,0,1,1,1888,2
"1889",2708,4,0.772235272,0,0,0,0,0,0,0,0,1,0,0,0,0,1889,1
"1890",2710,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,1,1,1890,2
"1891",2711,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1,1891,1
"1892",2711,4,1.865932294,1,0,1,1,1,1,0,1,0,1,1,1,1,1892,2
"1893",2712,4,0.805227583,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,1
"1894",2713,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,1
"1895",2713,4,1.477126717,0,0,0,0,0,0,0,0,1,0,0,0,1,1895,1
"1896",2714,2,0.5832,0,0,0,0,0,0,1,1,0,1,0,0,1,1896,1
"1897",2716,2,1.1589,1,0,0,0,0,0,0,1,0,1,1,0,1,1897,3
"1898",2717,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1898,1
"1899",2718,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,1
"1900",2718,4,1.494292312,0,1,0,0,0,0,1,1,1,1,1,0,0,1900,4
"1901",2719,4,0.805227583,0,0,0,0,0,0,1,1,0,1,0,0,1,1901,1
"1902",2720,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,1
"1903",2721,2,0.7923,0,0,0,0,0,0,1,0,0,1,0,0,0,1903,1
"1904",2721,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,0,1,1904,1
"1905",2722,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1905,1
"1906",2724,2,0.7009,0,0,0,0,0,0,0,1,0,1,0,0,0,1906,1
"1907",2725,2,1.4057,0,0,0,0,0,1,1,1,0,1,0,0,0,1907,1
"1908",2727,2,1.1589,0,0,0,1,0,0,0,0,0,0,0,0,1,1908,5
"1909",2727,4,1.514352138,0,0,0,0,0,0,1,1,1,0,0,0,1,1909,1
"1910",2728,2,1.3372,0,1,0,0,0,0,0,0,0,0,0,0,1,1910,4
"1911",2728,4,1.865932294,1,0,1,0,0,0,0,0,0,1,1,0,0,1911,2
"1912",2729,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,1912,1
"1913",2730,4,0.772235272,0,0,0,0,0,0,1,1,1,1,0,0,0,1913,1
"1914",2731,2,1.2488,0,0,0,0,0,0,0,0,0,1,0,0,0,1914,1
"1915",2732,4,2.610741498,0,1,1,0,1,1,1,1,0,0,0,1,1,1915,2
"1916",2734,4,0.805227583,0,0,0,0,0,1,0,1,0,1,0,0,1,1916,1
"1917",2735,2,1.4057,0,0,0,0,0,0,1,1,1,1,1,1,1,1917,1
"1918",2736,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1918,1
"1919",2738,4,1.865932294,0,0,0,0,1,0,0,0,1,1,0,1,1,1919,5
"1920",2741,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,1
"1921",2741,4,2.610741498,0,0,0,1,0,0,0,0,0,0,0,0,0,1921,5
"1922",2744,1,1.2667,0,0,0,0,0,0,1,0,0,1,1,1,0,1922,1
"1923",2745,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,1,1923,1
"1924",2745,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,0,1,1924,1
"1925",2746,1,1.3158,0,0,0,0,1,0,0,0,0,0,0,0,1,1925,5
"1926",2746,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,1
"1927",2747,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,1
"1928",2748,1,1.0913,0,0,0,0,0,0,0,0,0,1,0,0,0,1928,1
"1929",2749,4,0.902367157,1,0,0,0,0,0,0,0,0,0,0,0,1,1929,3
"1930",2752,2,1.2488,0,0,0,0,0,0,1,0,0,1,1,0,1,1930,1
"1931",2753,1,1.0301,0,1,0,1,1,0,0,1,1,1,0,0,0,1931,4
"1932",2754,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,1
"1933",2754,4,0.516023646,1,1,1,1,1,0,1,1,1,0,1,0,1,1933,2
"1934",2755,4,1.099420602,1,0,1,0,0,0,0,0,0,0,0,1,1,1934,2
"1935",2756,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,0,1,1935,1
"1936",2757,1,1.0301,0,0,0,0,0,0,0,1,1,1,1,0,0,1936,1
"1937",2757,4,1.514352138,0,0,0,0,0,1,0,1,1,1,1,0,0,1937,1
"1938",2758,4,1.50493281,0,0,0,0,0,0,0,1,0,0,0,1,1,1938,1
"1939",2759,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,1
"1940",2760,1,0.9082,1,1,1,1,0,0,0,1,0,1,0,1,1,1940,2
"1941",2760,4,0.902367157,0,0,0,1,1,0,0,0,0,0,0,0,0,1941,5
"1942",2761,4,0.759526474,0,0,0,0,0,0,0,0,1,0,0,0,1,1942,1
"1943",2762,3,2.1227,0,0,0,0,0,0,0,0,0,1,0,0,1,1943,1
"1944",2762,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,1
"1945",2764,4,0.516023646,1,1,0,1,1,0,1,1,1,1,1,1,1,1945,4
"1946",2765,1,2.0775,0,0,0,0,0,0,1,1,0,1,1,0,0,1946,1
"1947",2768,4,0.67011648,0,0,1,0,0,1,0,1,0,1,0,0,1,1947,2
"1948",2769,4,0.516023646,0,0,0,1,1,1,0,1,1,1,1,1,0,1948,5
"1949",2773,1,1.2667,0,0,0,0,0,0,1,1,1,1,0,1,1,1949,1
"1950",2777,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,1
"1951",2778,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,1,0,1951,1
"1952",2780,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1952,1
"1953",2780,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,1
"1954",2782,4,1.514352138,0,0,0,0,0,1,0,1,0,0,0,0,0,1954,1
"1955",2783,4,0.805227583,0,0,0,0,0,0,0,1,0,0,0,0,0,1955,1
"1956",2785,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,1
"1957",2787,4,0.516023646,1,1,1,0,1,0,0,1,0,1,1,1,1,1957,2
"1958",2793,4,1.514352138,0,0,0,0,0,0,1,1,1,1,0,0,1,1958,1
"1959",2794,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1,1959,1
"1960",2799,2,1.3244,0,1,1,1,1,0,1,0,1,0,1,1,0,1960,2
"1961",2800,2,1.1589,1,0,0,0,0,0,0,0,0,0,0,0,0,1961,3
"1962",2801,2,1.6295,0,0,0,0,0,0,0,0,0,0,0,0,0,1962,1
"1963",2802,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,1
"1964",2803,2,1.6295,0,0,0,0,0,1,0,0,1,1,0,0,1,1964,1
"1965",2804,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,1
"1966",2805,2,0.6657,1,0,0,0,0,0,1,1,0,1,0,1,1,1966,3
"1967",2805,4,1.865932294,0,1,0,0,0,0,1,1,0,1,1,0,1,1967,4
"1968",2806,2,0.5832,0,0,0,0,0,0,1,1,1,1,0,0,1,1968,1
"1969",2807,2,0.9355,1,1,1,1,1,0,1,1,1,1,1,1,1,1969,2
"1970",2810,1,0.9082,0,1,1,1,1,0,1,0,0,1,1,1,1,1970,2
"1971",2814,1,1.0301,1,0,0,0,0,1,0,0,0,1,0,0,0,1971,3
"1972",2815,2,1.1589,1,1,1,1,0,0,0,0,0,0,0,0,1,1972,2
"1973",2818,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,1
"1974",2819,2,1.4057,0,0,0,0,0,0,0,0,0,1,0,0,0,1974,1
"1975",2819,4,1.494292312,0,0,0,1,0,1,1,1,1,1,1,1,1,1975,5
"1976",2820,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,1,0,1976,1
"1977",2822,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,1
"1978",2827,4,1.514352138,0,0,0,0,0,1,0,1,1,1,1,1,1,1978,1
"1979",2829,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,1
"1980",2830,1,1.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1
"1981",2831,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,1,1,1981,1
"1982",2832,2,0.7009,0,0,0,0,0,0,1,1,1,1,0,0,0,1982,1
"1983",2833,2,1.2488,0,0,0,0,0,0,0,0,0,1,0,0,0,1983,1
"1984",2834,4,2.610741498,1,0,0,0,1,0,0,0,0,0,0,0,1,1984,5
"1985",2835,1,1.3158,1,0,0,0,0,1,0,1,0,0,0,0,0,1985,3
"1986",2837,2,0.5832,0,0,0,0,0,0,0,0,1,1,0,0,0,1986,1
"1987",2838,4,1.514352138,0,0,0,0,0,0,1,1,0,1,0,0,0,1987,1
"1988",2839,2,1.6295,0,0,0,0,0,0,0,0,1,0,0,0,1,1988,1
"1989",2841,1,1.0913,0,0,0,0,0,1,0,0,0,0,0,0,1,1989,1
"1990",2841,4,1.514352138,0,0,0,0,0,1,1,1,1,1,0,0,0,1990,1
"1991",2842,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1
"1992",2844,1,1.3158,0,0,0,1,0,0,0,0,0,0,0,1,0,1992,5
"1993",2846,4,1.494292312,1,1,0,0,0,1,1,1,0,1,1,1,1,1993,4
"1994",2849,1,0.5486,0,0,0,0,0,1,0,0,0,0,1,1,0,1994,1
"1995",2849,4,0.805227583,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1
"1996",2851,1,0.5486,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,1
"1997",2851,4,2.134612014,1,1,1,1,0,0,0,0,0,0,0,0,0,1997,2
"1998",2854,4,0.805227583,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,1
"1999",2857,2,1.5475,1,0,0,0,0,0,0,0,0,1,0,0,0,1999,3
"2000",2859,2,1.3372,0,0,0,1,0,0,1,1,1,1,1,0,0,2000,5
"2001",2859,4,1.865932294,1,1,0,1,1,0,0,1,1,0,1,0,1,2001,4
"2002",2860,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,1
"2003",2864,4,1.477126717,0,0,0,0,0,1,1,1,1,1,0,0,1,2003,1
"2004",2865,2,1.9003,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,1
"2005",2867,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1
"2006",2867,4,1.494292312,0,0,1,1,0,0,0,1,1,1,0,0,0,2006,2
"2007",2868,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,0,1,2007,1
"2008",2869,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1
"2009",2869,4,0.516023646,0,0,0,1,0,1,1,1,0,1,1,1,1,2009,5
"2010",2870,1,1.0301,1,1,0,0,0,1,0,1,0,1,1,0,0,2010,4
"2011",2871,4,0.67011648,1,0,0,0,1,0,0,1,1,1,0,0,0,2011,5
"2012",2873,2,0.5832,0,0,0,0,0,0,1,0,0,1,0,0,0,2012,1
"2013",2873,4,1.865932294,1,0,0,0,0,0,1,1,0,0,0,0,0,2013,3
"2014",2874,1,1.0301,1,1,1,0,0,1,1,1,0,1,1,0,0,2014,2
"2015",2878,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
"2016",2878,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,1
"2017",2881,2,0.9355,0,1,0,1,0,1,0,1,0,1,0,1,1,2017,4
"2018",2884,2,0.5832,0,0,0,0,0,1,0,0,0,0,0,0,1,2018,1
"2019",2888,1,0.9082,1,1,1,1,1,1,1,1,1,1,1,1,1,2019,2
"2020",2890,3,1.5189,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,3
"2021",2891,2,1.4057,0,0,0,0,0,0,1,1,0,1,0,0,1,2021,1
"2022",2892,1,0.9082,0,0,0,1,0,1,1,1,1,1,1,0,0,2022,5
"2023",2892,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1
"2024",2893,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,1
"2025",2893,4,0.67011648,0,0,1,0,1,0,1,1,0,1,1,0,1,2025,2
"2026",2894,2,0.7762,0,1,0,0,1,0,1,1,1,1,0,0,1,2026,4
"2027",2895,2,0.8488,0,0,0,0,0,1,0,0,0,0,0,0,0,2027,1
"2028",2897,2,1.6295,0,0,0,0,0,0,0,1,0,0,0,0,0,2028,1
"2029",2899,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,1,1,2029,1
"2030",2901,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,1
"2031",2906,1,1.2667,0,0,0,0,0,0,1,1,1,1,1,0,0,2031,1
"2032",2907,2,0.7923,1,1,0,1,1,0,0,0,0,0,0,1,1,2032,4
"2033",2908,2,0.9355,1,1,1,1,1,0,1,1,1,1,1,1,1,2033,2
"2034",2909,2,0.7923,1,1,1,1,0,0,0,0,0,0,0,1,1,2034,2
"2035",2909,4,2.134612014,1,0,0,0,0,0,0,1,1,1,0,0,1,2035,3
"2036",2912,1,1.0301,0,1,0,0,0,0,1,1,0,0,0,0,1,2036,4
"2037",2914,2,1.9003,0,0,0,0,0,1,0,0,0,0,0,0,0,2037,1
"2038",2918,4,1.494292312,1,0,0,0,0,1,0,1,0,1,1,0,0,2038,3
"2039",2919,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,2039,1
"2040",2919,4,0.805227583,0,0,0,0,0,0,1,1,0,0,0,0,0,2040,1
"2041",2922,2,0.7762,1,1,1,0,0,0,1,1,1,1,1,1,1,2041,2
"2042",2922,4,1.494292312,1,1,0,0,1,0,0,0,0,0,0,0,0,2042,4
"2043",2924,4,1.494292312,1,0,0,1,0,1,1,1,1,1,1,1,0,2043,5
"2044",2925,1,2.0775,0,0,0,0,0,0,0,0,1,0,0,0,0,2044,1
"2045",2925,4,1.881970847,0,0,0,0,0,0,0,0,0,0,0,0,0,2045,1
"2046",2927,4,0.772235272,0,0,0,0,0,1,0,0,0,0,0,0,0,2046,1
"2047",2928,2,0.5832,0,0,0,0,0,1,1,0,1,0,0,0,0,2047,1
"2048",2933,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,0,1,2048,1
"2049",2937,4,2.134612014,1,0,0,0,0,0,1,1,1,1,0,0,1,2049,3
"2050",2938,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,1
"2051",2943,4,1.881970847,0,0,0,0,0,1,1,1,0,0,0,0,0,2051,1
"2052",2945,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,0,0,2052,1
"2053",2946,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,2053,1
"2054",2947,2,0.5832,0,0,0,0,0,0,0,0,1,0,0,0,0,2054,1
"2055",2948,4,1.865932294,0,0,0,0,1,0,0,0,0,0,0,0,0,2055,5
"2056",2952,1,1.2667,0,0,0,0,0,1,1,1,0,1,0,0,0,2056,1
"2057",2953,2,0.7923,1,1,0,1,0,0,0,0,0,0,0,0,0,2057,4
"2058",2958,4,0.516023646,1,0,0,0,0,1,1,1,1,1,0,1,1,2058,3
"2059",2959,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,2059,1
"2060",2960,2,0.5832,0,0,0,0,0,0,1,1,1,1,0,0,0,2060,1
"2061",2966,1,0.5486,0,0,0,0,0,0,1,0,0,0,0,0,0,2061,1
"2062",2967,2,1.6295,0,0,0,0,0,0,0,0,1,0,0,0,1,2062,1
"2063",2969,2,0.6657,1,0,0,1,0,0,1,1,1,1,1,0,1,2063,5
"2064",2969,4,0.577361825,0,0,0,0,0,1,1,1,0,1,0,0,1,2064,1
"2065",2971,4,2.610741498,0,0,1,0,0,1,1,0,1,1,0,0,1,2065,2
"2066",2973,4,1.494292312,0,0,0,1,0,0,0,0,1,0,0,0,1,2066,5
"2067",2974,4,1.494292312,1,1,0,0,1,1,0,0,0,1,1,0,0,2067,4
"2068",2975,4,1.494292312,0,0,0,1,0,0,0,1,0,0,0,0,0,2068,5
"2069",2976,2,1.2488,0,0,0,0,0,0,1,1,0,1,0,1,0,2069,1
"2070",2977,2,0.7923,0,0,0,0,0,0,0,0,0,0,0,0,1,2070,1
"2071",2977,4,0.67011648,1,1,1,1,1,0,1,1,1,1,1,1,1,2071,2
"2072",2978,1,1.224,0,0,0,0,0,0,0,0,0,0,0,1,0,2072,1
"2073",2980,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1,2073,1
